File Name,Cell Image,Perimeter,Area,Circularity,Result,Confidence
07_1.png,"<img src=""07_1.png"">",186.95,2357.5,0.9,Regular,1.0
07_2.png,"<img src=""07_2.png"">",158.37,1749.0,0.88,Regular,1.0
07_3.png,"<img src=""07_3.png"">",183.68,2113.0,0.68,Regular,1.0
07_4.png,"<img src=""07_4.png"">",173.54,2076.0,0.88,Regular,1.0
07_5.png,"<img src=""07_5.png"">",171.44,2022.5,0.89,Regular,1.0
07_6.png,"<img src=""07_6.png"">",171.54,1279.0,0.7,Regular,1.0
07_7.png,"<img src=""07_7.png"">",239.82,3367.0,0.55,Regular,1.0
07_8.png,"<img src=""07_8.png"">",152.95,1635.5,0.92,Regular,1.0
07_9.png,"<img src=""07_9.png"">",181.34,2269.0,0.93,Regular,1.0
07_10.png,"<img src=""07_10.png"">",168.37,1991.0,0.94,Regular,1.0
07_11.png,"<img src=""07_11.png"">",166.61,1951.5,0.87,Regular,1.0
07_12.png,"<img src=""07_12.png"">",160.37,1830.0,0.92,Regular,1.0
07_13.png,"<img src=""07_13.png"">",214.31,2708.0,0.63,Regular,0.76
07_14.png,"<img src=""07_14.png"">",179.1,2278.5,0.91,Regular,1.0
07_15.png,"<img src=""07_15.png"">",166.27,1886.5,0.85,Regular,1.0
07_16.png,"<img src=""07_16.png"">",254.89,2413.5,0.81,Regular,0.97
07_17.png,"<img src=""07_17.png"">",189.58,2430.5,0.82,Sickle,0.52
07_18.png,"<img src=""07_18.png"">",210.07,3059.5,0.88,Regular,1.0
07_19.png,"<img src=""07_19.png"">",191.82,2522.0,0.87,Regular,1.0
07_20.png,"<img src=""07_20.png"">",175.1,2186.5,0.94,Regular,1.0
07_21.png,"<img src=""07_21.png"">",185.92,2462.5,0.96,Regular,1.0
07_22.png,"<img src=""07_22.png"">",201.48,2102.0,0.68,Regular,1.0
07_23.png,"<img src=""07_23.png"">",158.61,1767.5,0.96,Regular,1.0
07_24.png,"<img src=""07_24.png"">",162.61,1887.5,0.98,Regular,1.0
07_25.png,"<img src=""07_25.png"">",167.68,2015.0,0.94,Regular,1.0
07_26.png,"<img src=""07_26.png"">",172.51,2114.0,0.94,Regular,1.0
07_27.png,"<img src=""07_27.png"">",184.99,2433.0,0.98,Regular,1.0
07_28.png,"<img src=""07_28.png"">",169.44,2021.5,0.98,Regular,1.0
07_29.png,"<img src=""07_29.png"">",168.61,2049.5,0.98,Regular,1.0
07_30.png,"<img src=""07_30.png"">",180.75,2323.5,0.96,Regular,1.0
07_31.png,"<img src=""07_31.png"">",181.44,2315.5,0.89,Regular,1.0
07_32.png,"<img src=""07_32.png"">",167.2,1984.0,0.96,Regular,1.0
07_33.png,"<img src=""07_33.png"">",160.27,1804.5,0.9,Regular,1.0
07_34.png,"<img src=""07_34.png"">",168.27,2001.5,0.96,Regular,1.0
07_35.png,"<img src=""07_35.png"">",178.61,2266.5,0.96,Regular,1.0
07_36.png,"<img src=""07_36.png"">",191.92,2610.5,0.95,Regular,1.0
07_37.png,"<img src=""07_37.png"">",187.68,2530.0,0.95,Regular,1.0
07_38.png,"<img src=""07_38.png"">",176.17,2171.0,0.91,Regular,1.0
07_39.png,"<img src=""07_39.png"">",166.37,1925.0,0.87,Regular,1.0
07_40.png,"<img src=""07_40.png"">",163.68,1894.0,0.98,Regular,1.0
07_41.png,"<img src=""07_41.png"">",173.44,2124.5,0.91,Regular,1.0
07_42.png,"<img src=""07_42.png"">",176.47,2169.5,0.91,Regular,1.0
07_43.png,"<img src=""07_43.png"">",180.85,2284.0,0.86,Regular,1.0
07_44.png,"<img src=""07_44.png"">",177.68,2214.0,1.0,Regular,1.0
07_45.png,"<img src=""07_45.png"">",150.95,1611.5,0.96,Regular,1.0
07_46.png,"<img src=""07_46.png"">",292.89,4001.5,0.49,Regular,1.0
07_47.png,"<img src=""07_47.png"">",168.61,2005.5,1.0,Regular,1.0
07_48.png,"<img src=""07_48.png"">",190.51,2595.0,0.95,Regular,1.0
07_49.png,"<img src=""07_49.png"">",182.75,2203.5,0.79,Regular,1.0
07_50.png,"<img src=""07_50.png"">",176.47,2163.5,0.88,Regular,1.0
07_51.png,"<img src=""07_51.png"">",162.71,1864.0,0.81,Regular,1.0
07_52.png,"<img src=""07_52.png"">",177.1,2232.5,0.91,Regular,1.0
07_53.png,"<img src=""07_53.png"">",174.61,2111.5,0.86,Regular,1.0
07_54.png,"<img src=""07_54.png"">",194.41,2654.5,0.95,Regular,1.0
07_55.png,"<img src=""07_55.png"">",169.2,1974.0,0.74,Regular,1.0
07_56.png,"<img src=""07_56.png"">",167.44,1807.5,0.63,Regular,0.99
07_57.png,"<img src=""07_57.png"">",177.88,1261.0,0.78,Regular,1.0
07_58.png,"<img src=""07_58.png"">",177.05,2183.0,0.89,Regular,1.0
07_59.png,"<img src=""07_59.png"">",168.02,1986.0,0.92,Regular,1.0
07_60.png,"<img src=""07_60.png"">",156.12,1643.5,0.74,Regular,0.99
07_61.png,"<img src=""07_61.png"">",194.51,2532.0,0.87,Regular,1.0
07_62.png,"<img src=""07_62.png"">",196.75,2049.5,0.81,Sickle,0.75
